店名,業種,サービス,郵便番号,住所,電話番号
Lulu アイラッシュ,エステ,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区白幡１ー４ー１2F,0487116227
ENEOSイーストシティ浦和SS,ガソリンスタンド,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区大谷口５４２１,0488731533
アズーリ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市南区別所7ー1ー16,0487105300
ゆず庵 南浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区太田窪２５５８,0487676967
むさしの森珈琲浦和太田窪,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区 太田窪1280,0488111044
小島屋,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区太田窪2166,0488821382
Dining bar 花,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和２丁目３１番地５マルヒロビル1階,0487116646
uraniwa,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2丁目19番地11号,
珈琲店蘭豆,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー２７ー１４,09054314544
Onestep,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2-35-5,0487111992
かみや鮨,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2丁目17番9号,0488829011
食堂ヨリミチ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和3-10-2亀井ビル1F,0487993886
SNACKみぃ   南浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2ー34ー13スペースHANA,0488266131
居食ダイニング   ゆづ葉,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2丁目28番地10カーサ・ブリランテⅡ   3階,0487677470
Buon sapore,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2-17-8,0488845568
キッチンオリジン南浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区南本町１－５－６,0487104051
吉野家   武蔵浦和駅前店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所７ー７ー３４,0488458563
Another place cafe,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所4-11-17,0487115477
Meat URANO,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7-1-14セブンスアベニュー,0487992959
焼肉林檎,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7-1-14セブンスアベニュー,0487629949
マスカクラブ,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7-1-14セブンスアベニュー,0487539996
大衆酒場   煉,カフェ・飲食店,"さいコイン,たまポン,限定たまポン",3360021,さいたま市南区別所７－１ー１６,0487106828
木曽路武蔵浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所1-26-10,0488611530
洋食Chisou,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所2-6-19小川第1ビル101,0487491411
カレーハウスCoco壱番屋JR武蔵浦和駅東口,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所7-6-8,0488459199
土合やぶ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区 白幡２ー１８ー２１,0488624848
欧風料理の店TIKAL,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区 白幡６丁目９番地１３号,0488650208
北海道生まれ   和食処とんでん白幡店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区 白幡1-14-15,0488388877
どん亭武蔵浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区 白幡５丁目１－２８金幸ビル２階,0487109029
四季の味   岡田,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区 白幡５丁目１９番５号サンメゾン   Ⅱ   101,0488661040
ひまわり亭,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360024,さいたま市南区根岸１ー７ー１さいたま市文化センター内,0486255100
ごはんと一品食堂,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360025,さいたま市南区文蔵１ー１７ー２,0487112707
旬Sai-Lab,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360026,さいたま市南区辻3-1-26,09022420973
ＧａｌｌｅｒｙＣａｆｅ   ＡＲＴ   ＭＥＥＴ   ＮＥＴＺ,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区 沼影２丁目５番地２１号,07045309696
おくどさん,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区沼影1-13-1ナリアテラス,0488656665
ピッツェリアオオサキ武蔵浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区 沼影1丁目6番地19号,0487673870
サムシング ベッラ・ジョイア,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区沼影1ー13ー1ナリア・テラス,0487491330
カモメ荘,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360031,さいたま市南区鹿手袋2-5-15市川ビル1F,0487111147
北海道生まれ   和食処とんでん浦和四谷店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360032,さいたま市南区四谷3-13-9,0488616501
リンガーハット大宮バイパス浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360033,さいたま市南区 曲本1-15-1,0488361362
モダンパスタ   西浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360034,さいたま市南区内谷5-13-12,0488363311
カレーハウスCoCo壱番屋   南区内谷店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360034,さいたま市南区 内谷１丁目３－２,0488443551
イタリアンレストラン   ピノキオ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360041,さいたま市南区 広ヶ谷戸３番地３号,0488870866
ALOHADOG,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区 大谷口1266ノグチハイツ6,07090028344
パン工房風見鶏,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区 大谷口５３３８－６,0488745831
白栄舎,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区 太田窪2843-6,0488824048
スカット南浦和３丁目店,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和3ー5ー5,0488817030
スカット丸広南浦和店,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区南本町1ー7ー4丸広百貨店,0487896860
サンソフト武蔵浦和店,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7ー3ー1オリンピック,0488392002
スカット辻工場店,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360026,さいたま市南区 辻7丁目1番2号,0488631361
クリーニングみつばち,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区 大谷口5409,0488763281
セブンイレブン南浦和３丁目店,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和３丁目４４ー６,0488812252
セブンイレブン 南浦和文化通り,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区 南本町１ー１７ー１,0488390077
セブンイレブン浦和白幡6丁目店,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区 白幡６丁目１１番地６号,0488662798
セブンイレブン   さいたま文蔵５丁目店,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360025,さいたま市南区 文蔵５丁目６番地１０号,0488381710
株式会社   二木ゴルフ   南浦和店,スポーツ用品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区太田窪2334ー1,0488137744
ゴルフ５浦和,スポーツ用品販売,"さいコイン,出産・子育て",3360033,さいたま市南区曲本1ー16ー1,0488398222
小山ゴルフバック製作所,スポーツ用品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区 大谷口５５０７,0488732819
ナノナイン南浦和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー２７ー１エバープラザ102,0488874121
カメラの光盛堂Ⅱ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和３ー６ー２,0488820408
有限会社デリカ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー４０ー３,0488824434
株式会社シンポ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー２９ー７,0488876441
ライスショップきよみや,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和３ー１６ー１８,0488899321
セオサイクル南浦和東口店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和3丁目9番地1号クレール四葉1F,0488860650
Ｐｉｌａｔｅｓ   Ｓｔｕｄｉｏ   Ｍ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所６丁目１９ー１３アドバンシティ４０１,07075768631
おそうじ本舗   浦和美園店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所４ー２ー１７ー３０４,08070158603
関東図書株式会社,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所三丁目1番10号,0488622901
西松屋チェーン   新オリンピック武蔵浦和店,その他,"さいコイン,出産・子育て",3360021,さいたま市南区別所7-3-1オリンピック武蔵浦和店Ｂ1F,07032434385
さいたま市文化センター,その他,"さいコイン,出産・子育て",3360024,さいたま市南区 根岸１ー７ー１,0488663171
ハードオフさいたま浦和南店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360024,さいたま市南区根岸５ー２４ー１０,0487108411
公益財団法人さいたま市文化振興事業団,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360024,さいたま市南区 根岸１ー７ー１,0488663293
手作りチーズケーキの店ダンテ   南浦和本店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360024,さいたま市南区根岸3-19-13黒澤ビル,0488655858
革のお医者さん   レザードックわたなべ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360024,さいたま市南区 根岸1-6-15,0486997201
本家かまどや北戸田店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360026,さいたま市南区 辻８丁目２２番地１８号市両マンション101,0488379669
秋本自動車,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360026,さいたま市南区辻4丁目19番地4号,0488616264
BABAlabさいたま工房,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360031,さいたま市南区 鹿手袋7-3-19,0487993214
オフハウスベルクスモール浦和南店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360034,さいたま市南区内谷７ー１３ー８ベルクスモール2F,0487108611
上州屋浦和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360034,さいたま市南区 内谷１－３－７,0488662101
FUTSALPOINT浦和たじま,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360035,さいたま市南区松本１ー２１ー７,0488393018
浦和造形研究所,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360038,さいたま市南区 関１丁目１番地３号,0488624464
中浦和サイクルポート,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360038,さいたま市南区 関１丁目１番３号,0488624058
ハードオフ浦和太田窪店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区オオヤグチ１２７６ー３,0488131711
ドラッグストアセキ   太田窪店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区太田窪1697ー1,0488131200
ドラッグセイムス太田窪店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区太田窪2ー11ー2,0488846251
スギ薬局南浦和駅東口店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和2丁目44番1号一ツ木ビル1階,0488163644
スギ薬局南浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和３ー３５ー４,0488136965
セイムス南浦和2丁目薬局,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和2ー12ー18松永ビル1階,0488130055
ドラッグセイムス南浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和3ー8ー22,0488135111
ウエルシア南浦和西口店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区南本町１丁目６ー１Brillia   1階,0487994962
ココカラファインまるひろ南浦和店,ドラッグストア,"さいコイン,出産・子育て",3360018,さいたま市南区南本町１ー７ー４まるひろ南浦和店２階,0488448577
ドラッグセイムス浦和別所店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7ー19ー22,0488728755
スギ薬局白幡店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区白幡６丁目１３番８号,0488392585
サンドラッグ武蔵浦和店,ドラッグストア,"さいコイン,出産・子育て",3360022,さいたま市南区 白幡5ー19ー19武蔵浦和駅南ビル,0488385791
ドラッグセイムス浦和根岸店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360024,さいたま市南区根岸3ー5ー2,0487106868
ココカラファイン南浦和西口店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360025,さいたま市南区 文蔵２ー２ー１,0488364311
ココカラファイン調剤南浦和西口調剤店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360025,さいたま市南区文蔵２ー２ー１,0488364300
ドラッグセイムス浦和辻店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360026,さいたま市南区辻5ー2ー10,0487105650
スギ薬局武蔵浦和駅前店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区沼影一丁目１０番１号ラムザＢ棟１階,0488297253
トモズザ・マーケットプレイス武蔵浦和店,ドラッグストア,"さいコイン,出産・子育て",3360027,さいたま市南区沼影1丁目8－18ザ・マーケットプレイス武蔵浦和   3階,0487491672
ウエルシア薬局武蔵浦和店,ドラッグストア,"さいコイン,出産・子育て",3360027,さいたま市南区沼影1ー13ー1,0488728170
ウエルシア薬局中浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360031,さいたま市南区鹿手袋2ー13ー19,0487105501
ドラッグセイムス武蔵浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360031,さいたま市南区鹿手袋6ー15ー31,0488443105
スギ薬局浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360033,さいたま市南区曲本五丁目５ー９,0488389292
ドラッグストアセキ   曲本店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360033,さいたま市南区曲本4ー14ー2,0487107800
ドラッグセイムスさいたま曲本店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360033,さいたま市南区曲本3ー1ー5,0487106831
ドラッグセイムス浦和内谷店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360034,さいたま市南区内谷6ー1ー2,0488663715
ウエルシア   さいたま大谷口店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区大字大5607番地,0488135757
ドラッグストアマツモトキヨシ浦和大谷口店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区 大谷口1274の2,0488835535
セイジョー浦和円正寺店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360043,さいたま市南区円正寺新田235,0488822800
セキ薬局   太田窪五丁目店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360936,さいたま市南区太田窪5ー7ー3,0487118210
まつげエクステサロンアイズ武蔵浦和店,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3360022,さいたま市南区白幡3-12-15内田ビル201,0486070919
まつ毛エクステ   レプレ,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3360022,さいたま市南区 白幡5丁目6番15号プリメーラ白幡三番館107号,0488778088
おうちのネイルサロンKonpeiTou～こんぺいとう～,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3360042,さいたま市南区 大谷口６６８ー１８,08051936530
CURTAIN  STAGE,家具・インテリア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和3-5-3,0488812744
カーテン・じゅうたん王国 さいたまショールーム,家具・インテリア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区南本町１ー８ー３ライオンズステーションプラザ南浦和   2階,0487627133
ニトリ   武蔵浦和店,家具・インテリア,"さいコイン,出産・子育て",3360021,さいたま市南区別所７丁目３番１号,0488652040
ニトリ   埼大通り南与野店,家具・インテリア,"さいコイン,出産・子育て",3380013,さいたま市南区鈴谷４丁目４‐１,0488512320
有限会社ホンダ電気,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー４２ー２,0488824431
スザキ,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所３丁目１３番地１７号,0488623151
コジマ×ビックカメラ浦和店,家電販売店,"さいコイン,出産・子育て",3360034,さいたま市南区 内谷１丁目７番５号,0488728800
タダデンキ,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区大谷口５４８０,0488730377
アイメガネ南浦和店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和3-2-5ﾄﾞｺﾓｼｮｯﾌﾟ南浦和店   1F,0488850001
メガネのワコー南浦和店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区南本町2ー1ー2プラザマツヤ2F,0488375882
ベストメガネコンタクト武蔵浦和ファーストタワー店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7-2-1メディカルセンター1階,0488299091
ベストメガネコンタクト武蔵浦和駅前店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区 沼影１丁目１０番地１号ラムザタワー２階,0120405488
パリミキ   ザ・マーケットプレイス武蔵浦和店,眼鏡・コンタクト販売,"さいコイン,出産・子育て",3360027,さいたま市南区 沼影１丁目８番地１８号ザ・マーケットプレイス武蔵浦和３Ｆ,0486215320
バーレベルストック南浦和,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360017,さいたま市南区 南浦和2丁目18番12号1F,0488816008
708,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360017,さいたま市南区 南浦和2丁目30番地10,0488870708
わら焼き   おもてなし家（南浦和店）,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360017,さいたま市南区南浦和2-27-12アビアントビル,0487897715
千年の宴南浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360018,さいたま市南区南本町１ー２ー７ユーエスビル 3階,0488651988
みつえちゃん南浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360018,さいたま市南区南本町１ー２ー７ユーエスビル 2階,0488657688
目利きの銀次南浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360018,さいたま市南区南本町１ー２ー７ユーエスビル 2階,0488657688
TommommiC,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360025,さいたま市南区文蔵2-1-4ロイヤルコーポラス1階C号室,0488652872
魚民武蔵浦和駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360027,さいたま市南区沼影１ー８ー１７武蔵浦和ラーメン館 2階,0488381588
